filepath,label
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00029.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00030.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00031.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00032.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00033.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00034.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00035.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00036.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00037.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00038.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00039.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00040.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00041.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00042.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00043.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00044.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00045.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00046.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00047.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00048.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00049.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00050.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00051.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00052.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00053.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00054.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00055.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00056.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00057.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00058.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00059.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00060.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00061.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00062.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00063.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00064.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00065.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00066.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00067.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00068.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00069.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00070.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00071.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00072.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00073.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00074.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00075.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00076.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00077.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00078.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00079.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00080.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00081.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00082.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00083.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00084.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00085.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00086.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00087.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00088.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00089.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00090.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00091.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00092.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00093.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00094.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00095.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00096.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00097.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00098.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00099.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00100.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00101.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00102.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00103.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00104.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00105.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00106.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00107.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00108.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00109.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00110.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00111.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00112.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00113.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00114.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00115.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00116.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00117.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00118.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00119.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00120.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00121.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00122.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00123.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00124.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00125.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00126.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00127.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00128.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00129.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00130.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00131.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00132.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00133.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00134.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00135.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00136.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00137.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00138.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00139.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00140.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00141.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00142.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00143.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00144.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00145.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00146.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00147.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00148.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00149.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00150.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00151.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00152.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00153.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00154.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00155.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00156.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00157.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00158.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00159.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00160.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00161.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00162.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00163.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00164.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00165.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00166.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00167.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00168.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00169.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00170.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00171.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00172.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00173.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00174.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00175.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00176.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00177.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00178.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00179.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00180.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00181.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00182.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00183.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00184.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00185.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00186.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00187.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00188.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00189.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00190.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00191.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00192.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00193.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00194.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00195.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00196.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00197.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00198.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00199.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00200.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00201.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00202.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00203.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00204.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00205.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00206.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00207.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00208.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00209.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00210.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00211.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00212.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00213.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00214.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00215.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00216.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00217.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00218.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00219.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00220.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00221.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00222.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00223.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00224.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00225.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00226.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00227.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00228.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00229.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00230.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00231.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00232.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00233.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00234.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00235.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00236.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00237.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00238.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00239.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00240.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00241.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00242.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00243.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00244.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00245.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00246.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00247.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00248.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00249.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00250.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00251.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00252.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00253.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00254.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00255.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00256.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00257.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00258.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00259.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00260.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00261.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00262.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00263.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00264.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00265.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00266.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00267.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00268.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00269.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00270.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00271.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00272.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00273.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00274.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00275.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00276.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00277.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00278.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00279.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00280.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00281.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00282.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00283.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00284.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/meningioma/meningioma_00285.png,meningioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00286.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00287.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00288.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00289.png,glioma
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00290.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/notumor/notumor_00291.png,notumor
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/pituitary/pituitary_00292.png,pituitary
brain_tumor_classification/data/processed/kaggle_brain_tumor/train/glioma/glioma_00293.png,glioma
